4 1
5 5 
10 10.8 
9.3 5 
0.5 9.5 

4.96858 4.99528 
10.0033 11.5733 
8.60239 4.99881 
1 9 

4.89946 4.97611 
10.0126 12.3665 
7.90782 4.99606 
1.5 8.5 

4.78128 4.94172 
10.0286 13.1752 
7.21725 4.9912 
2 8 

4.59431 4.89002 
10.0512 13.9964 
6.53217 4.98334 
2.5 7.5 

4.30431 4.81568 
10.0798 14.828 
5.85506 4.97089 
3 7 

3.85281 4.7045 
10.1135 15.6685 
5.19048 4.95062 
3.5 6.5 

3.15182 4.51735 
10.1516 16.5101 
4.54807 4.91459 
4 6 

2.11314 4.16348 
10.1931 17.3581 
3.95245 4.83567 
4.5 5.5 

0.711291 3.62068 
10.2375 18.2117 
3.45856 4.55528 
5 5 

-0.894391 2.99396 
10.2843 19.0701 
2.6783 3.92742 
5.5 4.5 

-2.59196 2.33485 
10.333 19.9326 
1.77345 3.26362 
6 4 

-4.34541 1.66017 
10.3832 20.7986 
0.829154 2.59182 
6.5 3.5 

-6.13674 0.976548 
10.4345 21.6674 
-0.133005 1.91691 
7 3 

-7.95525 0.287284 
10.4868 22.5386 
-1.10515 1.24039 
7.5 2.5 

-9.79408 -0.405805 
10.5399 23.412 
-2.08364 0.562914 
8 2 

-11.6486 -1.10163 
10.5937 24.2871 
-3.06649 -0.115202 
8.5 1.5 

-13.5155 -1.79948 
10.6481 25.1638 
-4.05253 -0.793773 
9 1 

-15.3925 -2.4989 
10.7029 26.0419 
-5.04099 -1.47268 
9.5 0.5 

-17.2779 -3.19956 
10.7581 26.9212 
-6.03136 -2.15185 
10 0 

-19.1702 -3.90122 
10.8137 27.8016 
-7.02326 -2.83123 
10.5 -0.5 

-21.0684 -4.60371 
10.8695 28.6829 
-8.01643 -3.51078 
11 -1 

-22.9717 -5.30689 
10.9257 29.5652 
-9.01065 -4.19047 
11.5 -1.5 

-24.8794 -6.01065 
10.9821 30.4482 
-10.0058 -4.87028 
12 -2 

-26.791 -6.71492 
11.0387 31.3319 
-11.0017 -5.55019 
12.5 -2.5 

-28.7059 -7.41962 
11.0955 32.2163 
-11.9982 -6.23018 
13 -3 

-30.624 -8.12471 
11.1525 33.1013 
-12.9954 -6.91026 
13.5 -3.5 

-32.5447 -8.83014 
11.2096 33.9869 
-13.9931 -7.5904 
14 -4 

-34.4678 -9.53586 
11.2669 34.8722 
-14.9912 -8.2706 
14.5 -4.5 

-36.3932 -10.2419 
11.3243 35.7579 
-15.9898 -8.95085 
15 -5 

-38.3206 -10.9481 
11.3818 36.6441 
-16.9887 -9.63115 
15.5 -5.5 

-40.2498 -11.6546 
11.4394 37.5307 
-17.988 -10.3115 
16 -6 

-42.1807 -12.3612 
11.4971 38.4177 
-18.9876 -10.9919 
16.5 -6.5 

-44.1131 -13.068 
11.555 39.305 
-19.9874 -11.6723 
17 -7 

-46.0469 -13.7751 
11.6129 40.1926 
-20.9875 -12.3528 
17.5 -7.5 

-47.982 -14.4822 
11.6706 41.0804 
-21.9879 -13.0329 
18 -8 

-49.9184 -15.1895 
11.7285 41.9685 
-22.9885 -13.7131 
18.5 -8.5 

-51.8559 -15.8969 
11.7864 42.8569 
-23.9893 -14.3933 
19 -9 

-53.7945 -16.6045 
11.8444 43.7455 
-24.9902 -15.0735 
19.5 -9.5 

-55.734 -17.3122 
11.9024 44.6343 
-25.9914 -15.7538 
20 -10 

-57.6744 -18.0199 
11.9605 45.5234 
-26.9927 -16.4341 
20.5 -10.5 

-59.6158 -18.7278 
12.0187 46.4128 
-27.9942 -17.1144 
21 -11 

-61.5579 -19.4357 
12.0769 47.3023 
-28.9958 -17.7947 
21.5 -11.5 

-63.5008 -20.1438 
12.1351 48.192 
-29.9975 -18.475 
22 -12 

-65.4445 -20.8519 
12.1934 49.0819 
-30.9994 -19.1554 
22.5 -12.5 

-67.3888 -21.5601 
12.2518 49.972 
-32.0014 -19.8358 
23 -13 

-69.3337 -22.2684 
12.3102 50.8622 
-33.0035 -20.5161 
23.5 -13.5 

-71.2793 -22.9767 
12.3686 51.7527 
-34.0057 -21.1965 
24 -14 

-73.2255 -23.685 
12.427 52.6432 
-35.008 -21.8768 
24.5 -14.5 

-75.1722 -24.3935 
12.4855 53.534 
-36.0105 -22.557 
25 -15 

-77.1195 -25.102 
12.544 54.4248 
-37.013 -23.2373 
25.5 -15.5 

-79.0672 -25.8105 
12.6026 55.3158 
-38.0156 -23.9176 
26 -16 

-81.0155 -26.5191 
12.6612 56.2069 
-39.0183 -24.5979 
26.5 -16.5 

-82.9641 -27.2278 
12.7198 57.0981 
-40.021 -25.2782 
27 -17 

-84.9133 -27.9365 
12.7784 57.9894 
-41.0238 -25.9585 
27.5 -17.5 

-86.8628 -28.6452 
12.8371 58.8808 
-42.0268 -26.6389 
28 -18 

-88.8128 -29.354 
12.8958 59.7724 
-43.0297 -27.3192 
28.5 -18.5 

-90.7631 -30.0629 
12.9545 60.664 
-44.0328 -27.9996 
29 -19 

-92.7138 -30.7717 
13.0133 61.5558 
-45.0359 -28.6799 
29.5 -19.5 

-94.6649 -31.4806 
13.072 62.4476 
-46.0391 -29.3603 
30 -20 

-96.6162 -32.1896 
13.1308 63.3396 
-47.0423 -30.0406 
30.5 -20.5 

-98.568 -32.8986 
13.1896 64.2316 
-48.0456 -30.721 
31 -21 

-100.52 -33.6076 
13.2485 65.1237 
-49.0489 -31.4014 
31.5 -21.5 

-102.472 -34.3166 
13.3073 66.0159 
-50.0523 -32.0818 
32 -22 

-104.425 -35.0257 
13.3662 66.9082 
-51.0557 -32.7622 
32.5 -22.5 

-106.378 -35.7348 
13.4251 67.8006 
-52.0592 -33.4426 
33 -23 

-108.331 -36.444 
13.484 68.6931 
-53.0628 -34.123 
33.5 -23.5 

-110.285 -37.1532 
13.5429 69.5856 
-54.0664 -34.8034 
34 -24 

-112.238 -37.8624 
13.6018 70.4782 
-55.07 -35.4838 
34.5 -24.5 

-114.192 -38.5716 
13.6608 71.3709 
-56.0736 -36.1642 
35 -25 

-116.146 -39.2808 
13.7197 72.2637 
-57.0774 -36.8447 
35.5 -25.5 

-118.101 -39.9901 
13.7787 73.1565 
-58.0811 -37.5252 
36 -26 

-120.055 -40.6994 
13.8377 74.0494 
-59.0849 -38.2056 
36.5 -26.5 

-122.01 -41.4087 
13.8967 74.9422 
-60.0887 -38.8861 
37 -27 

-123.965 -42.1181 
13.9557 75.8352 
-61.0926 -39.5666 
37.5 -27.5 

-125.921 -42.8275 
14.0148 76.7282 
-62.0965 -40.2471 
38 -28 

-127.876 -43.5369 
14.0738 77.6212 
-63.1004 -40.9276 
38.5 -28.5 

-129.832 -44.2462 
14.1329 78.5142 
-64.1043 -41.6081 
39 -29 

-131.788 -44.9556 
14.1919 79.4074 
-65.1083 -42.2886 
39.5 -29.5 

